date,timestamp,open,high,low,close,volume,vwap,india_vix
2024-01-01,2024-01-01 12:45:00,22016.4,22026.61,21978.91,22002.18,234191,22002.56,14.51
2024-01-01,2024-01-01 12:50:00,22002.18,22012.76,21963.58,21966.62,150093,21980.99,14.46
2024-01-01,2024-01-01 12:55:00,21966.62,21984.86,21932.76,21943.41,166767,21953.68,14.44
2024-01-01,2024-01-01 13:00:00,21943.41,21961.91,21895.16,21909.06,210842,21922.04,14.43
2024-01-01,2024-01-01 13:05:00,21909.06,21927.36,21863.77,21864.45,171174,21885.19,14.44
2024-01-01,2024-01-01 13:10:00,21864.45,21876.0,21848.01,21859.46,76194,21861.16,14.44
2024-01-01,2024-01-01 13:15:00,21859.46,21860.46,21831.37,21845.34,271635,21845.73,14.47
2024-01-01,2024-01-01 13:20:00,21845.34,21880.12,21832.77,21873.64,127254,21862.18,14.49
2024-01-01,2024-01-01 13:25:00,21873.64,21885.76,21816.56,21834.66,378710,21845.66,14.49
2024-01-01,2024-01-01 13:30:00,21834.66,21881.22,21822.8,21858.84,214215,21854.29,14.56
2024-01-01,2024-01-01 13:35:00,21858.84,21880.41,21850.92,21868.94,167441,21866.76,14.57
2024-01-01,2024-01-01 13:40:00,21868.94,21869.06,21826.39,21830.38,194022,21841.95,14.56
2024-01-01,2024-01-01 13:45:00,21830.38,21835.17,21819.34,21822.71,155842,21825.74,14.61
2024-01-01,2024-01-01 13:50:00,21822.71,21875.56,21822.39,21867.05,133977,21855.0,14.65
2024-01-01,2024-01-01 13:55:00,21867.05,21934.96,21855.61,21918.88,176846,21903.15,14.7
2024-01-01,2024-01-01 14:00:00,21918.88,21942.48,21899.98,21935.42,231884,21925.96,14.7
2024-01-01,2024-01-01 14:05:00,21935.42,21952.21,21935.33,21940.17,135156,21942.57,14.73
2024-01-01,2024-01-01 14:10:00,21940.17,21948.34,21898.15,21915.65,126893,21920.71,14.69
2024-01-01,2024-01-01 14:15:00,21915.65,21917.76,21899.24,21912.23,141181,21909.75,14.71
2024-01-01,2024-01-01 14:20:00,21912.23,21936.91,21909.18,21931.8,238185,21925.96,14.7
2024-01-01,2024-01-01 14:25:00,21931.8,21959.16,21929.48,21947.5,290982,21945.38,14.66
2024-01-01,2024-01-01 14:30:00,21947.5,21983.26,21932.32,21978.56,188114,21964.71,14.7
2024-01-01,2024-01-01 14:35:00,21978.56,21991.57,21958.77,21984.23,205361,21978.19,14.64
2024-01-01,2024-01-01 14:40:00,21984.23,22070.43,21982.06,22056.61,126515,22036.37,14.58
2024-01-01,2024-01-01 14:45:00,22056.61,22063.58,22023.23,22034.55,231122,22040.45,14.59
2024-01-01,2024-01-01 14:50:00,22034.55,22052.58,22023.48,22024.0,202945,22033.35,14.61
2024-01-01,2024-01-01 14:55:00,22024.0,22057.56,22013.83,22020.9,122510,22030.76,14.64
2024-01-01,2024-01-01 15:00:00,22020.9,22025.19,21964.3,21987.9,79612,21992.46,14.66
2024-01-01,2024-01-01 15:05:00,21987.9,22011.78,21983.18,22009.06,99884,22001.34,14.71
2024-01-01,2024-01-01 15:10:00,22009.06,22046.22,22003.58,22027.18,124532,22025.66,14.73
2024-01-01,2024-01-01 15:15:00,22027.18,22042.92,22024.78,22025.84,259049,22031.18,14.72
2024-01-01,2024-01-01 15:20:00,22025.84,22043.01,22000.51,22012.31,302895,22018.61,14.72
2024-01-01,2024-01-01 15:25:00,22012.31,22023.76,21973.22,21977.64,136515,21991.54,14.71
2024-01-01,2024-01-01 15:30:00,21977.64,21985.78,21937.97,21958.53,138252,21960.76,14.72
2024-01-02,2024-01-02 09:15:00,21958.53,21966.13,21943.15,21958.53,166423,21955.94,14.24
2024-01-02,2024-01-02 09:20:00,21958.53,21962.63,21936.13,21939.48,252124,21946.08,14.26
2024-01-02,2024-01-02 09:25:00,21939.48,21980.38,21935.04,21939.85,82703,21951.76,14.22
2024-01-02,2024-01-02 09:30:00,21939.85,21981.68,21934.43,21966.93,300084,21961.01,14.27
2024-01-02,2024-01-02 09:35:00,21966.93,21968.61,21931.62,21938.04,152786,21946.09,14.21
2024-01-02,2024-01-02 09:40:00,21938.04,21950.62,21923.15,21928.84,137207,21934.2,14.26
2024-01-02,2024-01-02 09:45:00,21928.84,21952.71,21923.65,21931.57,108570,21935.98,14.27
2024-01-02,2024-01-02 09:50:00,21931.57,21937.81,21926.03,21935.13,83956,21932.99,14.26
2024-01-02,2024-01-02 09:55:00,21935.13,21945.09,21925.07,21928.88,226221,21933.01,14.25
2024-01-02,2024-01-02 10:00:00,21928.88,21962.53,21901.57,21943.8,167598,21935.97,14.26
2024-01-02,2024-01-02 10:05:00,21943.8,21952.32,21913.89,21925.35,97150,21930.52,14.26
2024-01-02,2024-01-02 10:10:00,21925.35,21939.58,21920.88,21925.17,96951,21928.55,14.29
2024-01-02,2024-01-02 10:15:00,21925.17,21952.38,21909.37,21930.18,142299,21930.64,14.29
2024-01-02,2024-01-02 10:20:00,21930.18,21954.57,21924.81,21942.96,317301,21940.78,14.3
2024-01-02,2024-01-02 10:25:00,21942.96,21959.76,21916.13,21959.65,146702,21945.18,14.29
2024-01-02,2024-01-02 10:30:00,21959.65,21979.15,21926.79,21940.06,89209,21948.67,14.29
2024-01-02,2024-01-02 10:35:00,21940.06,21941.08,21887.8,21912.4,147517,21913.76,14.3
2024-01-02,2024-01-02 10:40:00,21912.4,21951.56,21907.78,21940.23,145934,21933.19,14.24
2024-01-02,2024-01-02 10:45:00,21940.23,21969.48,21939.98,21949.42,55339,21952.96,14.2
2024-01-02,2024-01-02 10:50:00,21949.42,21956.52,21915.2,21937.27,159258,21936.33,14.23
2024-01-02,2024-01-02 10:55:00,21937.27,21984.2,21932.96,21970.53,148394,21962.56,14.23
2024-01-02,2024-01-02 11:00:00,21970.53,21977.96,21967.64,21975.45,215019,21973.68,14.23
2024-01-02,2024-01-02 11:05:00,21975.45,22012.97,21964.51,22001.41,340981,21992.96,14.23
2024-01-02,2024-01-02 11:10:00,22001.41,22023.64,21972.22,22005.39,255410,22000.42,14.24
2024-01-02,2024-01-02 11:15:00,22005.39,22061.09,22002.28,22048.84,146158,22037.4,14.22
2024-01-02,2024-01-02 11:20:00,22048.84,22111.62,22038.64,22086.32,104546,22078.86,14.2
2024-01-02,2024-01-02 11:25:00,22086.32,22104.85,22064.43,22084.02,455587,22084.43,14.2
2024-01-02,2024-01-02 11:30:00,22084.02,22113.45,22068.87,22105.98,166656,22096.1,14.17
2024-01-02,2024-01-02 11:35:00,22105.98,22130.11,22101.49,22121.47,163664,22117.69,14.19
2024-01-02,2024-01-02 11:40:00,22121.47,22157.85,22115.96,22151.38,161191,22141.73,14.13
2024-01-02,2024-01-02 11:45:00,22151.38,22159.25,22126.4,22134.8,176175,22140.15,14.17
2024-01-02,2024-01-02 11:50:00,22134.8,22162.61,22104.64,22151.12,153622,22139.46,14.18
2024-01-02,2024-01-02 11:55:00,22151.12,22175.53,22148.71,22174.88,129383,22166.37,14.19
2024-01-02,2024-01-02 12:00:00,22174.88,22185.94,22124.79,22128.08,130777,22146.27,14.22
2024-01-02,2024-01-02 12:05:00,22128.08,22131.67,22090.57,22096.66,160636,22106.3,14.27
2024-01-02,2024-01-02 12:10:00,22096.66,22097.33,22031.35,22042.59,130957,22057.09,14.3
2024-01-02,2024-01-02 12:15:00,22042.59,22045.75,22024.48,22035.46,122376,22035.23,14.24
2024-01-02,2024-01-02 12:20:00,22035.46,22066.45,22024.14,22054.44,169833,22048.34,14.2
2024-01-02,2024-01-02 12:25:00,22054.44,22101.84,22053.49,22094.2,146973,22083.18,14.18
2024-01-02,2024-01-02 12:30:00,22094.2,22106.18,22087.86,22096.16,297032,22096.73,14.19
2024-01-02,2024-01-02 12:35:00,22096.16,22146.0,22089.81,22139.34,56365,22125.05,14.2
2024-01-02,2024-01-02 12:40:00,22139.34,22152.33,22098.25,22102.68,251853,22117.75,14.18
2024-01-02,2024-01-02 12:45:00,22102.68,22104.0,22043.77,22057.5,267917,22068.42,14.18
2024-01-02,2024-01-02 12:50:00,22057.5,22067.44,22049.28,22056.03,71014,22057.59,14.16
2024-01-02,2024-01-02 12:55:00,22056.03,22088.3,22052.46,22066.2,141906,22068.98,14.14
2024-01-02,2024-01-02 13:00:00,22066.2,22073.39,22048.63,22061.59,140283,22061.2,14.1
2024-01-02,2024-01-02 13:05:00,22061.59,22118.27,22055.71,22109.48,92688,22094.48,14.07
2024-01-02,2024-01-02 13:10:00,22109.48,22117.05,22050.45,22055.44,119237,22074.31,14.03
2024-01-02,2024-01-02 13:15:00,22055.44,22076.79,22045.42,22066.68,104377,22062.97,14.0
2024-01-02,2024-01-02 13:20:00,22066.68,22090.58,22020.47,22032.66,328045,22047.91,14.04
2024-01-02,2024-01-02 13:25:00,22032.66,22087.16,22021.17,22065.61,236634,22057.98,14.01
2024-01-02,2024-01-02 13:30:00,22065.61,22066.24,22032.82,22050.75,270660,22049.94,14.09
2024-01-02,2024-01-02 13:35:00,22050.75,22054.19,22002.86,22008.32,217220,22021.79,14.1
2024-01-02,2024-01-02 13:40:00,22008.32,22043.54,21983.54,22031.59,103608,22019.56,14.11
2024-01-02,2024-01-02 13:45:00,22031.59,22040.03,21985.73,21995.94,131951,22007.24,14.08
2024-01-02,2024-01-02 13:50:00,21995.94,22017.87,21954.1,21970.51,197946,21980.83,14.1
2024-01-02,2024-01-02 13:55:00,21970.51,21971.38,21946.13,21969.57,99822,21962.36,14.08
2024-01-02,2024-01-02 14:00:00,21969.57,21985.54,21925.37,21945.07,216468,21951.99,14.09
2024-01-02,2024-01-02 14:05:00,21945.07,21953.66,21922.56,21931.17,147837,21935.79,14.16
2024-01-02,2024-01-02 14:10:00,21931.17,21931.79,21902.41,21903.14,140094,21912.45,14.16
2024-01-02,2024-01-02 14:15:00,21903.14,21955.75,21899.46,21944.42,216291,21933.21,14.2
2024-01-02,2024-01-02 14:20:00,21944.42,21949.49,21928.62,21943.44,194406,21940.52,14.18
2024-01-02,2024-01-02 14:25:00,21943.44,21956.69,21894.16,21926.33,140872,21925.73,14.17
2024-01-02,2024-01-02 14:30:00,21926.33,21936.86,21924.63,21929.27,258779,21930.25,14.23
2024-01-02,2024-01-02 14:35:00,21929.27,21940.26,21923.61,21925.05,105617,21929.64,14.21
2024-01-02,2024-01-02 14:40:00,21925.05,21939.91,21908.91,21918.45,208224,21922.42,14.26
2024-01-02,2024-01-02 14:45:00,21918.45,21937.13,21912.13,21930.16,206331,21926.47,14.28
2024-01-02,2024-01-02 14:50:00,21930.16,21964.0,21927.21,21945.02,143800,21945.41,14.27
2024-01-02,2024-01-02 14:55:00,21945.02,21977.56,21921.22,21931.62,185433,21943.47,14.29
2024-01-02,2024-01-02 15:00:00,21931.62,21942.11,21911.04,21917.24,98671,21923.46,14.32
2024-01-02,2024-01-02 15:05:00,21917.24,21924.83,21884.72,21909.46,235534,21906.33,14.33
2024-01-02,2024-01-02 15:10:00,21909.46,21912.13,21839.63,21857.27,151151,21869.67,14.29
2024-01-02,2024-01-02 15:15:00,21857.27,21862.14,21801.54,21822.4,132046,21828.69,14.27
2024-01-02,2024-01-02 15:20:00,21822.4,21858.4,21815.71,21850.49,247608,21841.53,14.26
2024-01-02,2024-01-02 15:25:00,21850.49,21885.82,21837.51,21884.68,122793,21869.34,14.26
2024-01-02,2024-01-02 15:30:00,21884.68,21886.73,21875.83,21877.48,92652,21880.01,14.27
2024-01-03,2024-01-03 09:15:00,21877.48,21889.79,21872.14,21877.48,118253,21879.81,13.11
2024-01-03,2024-01-03 09:20:00,21877.48,21912.11,21861.34,21901.07,335975,21891.5,13.12
2024-01-03,2024-01-03 09:25:00,21901.07,21908.22,21898.73,21906.05,187807,21904.33,13.16
2024-01-03,2024-01-03 09:30:00,21906.05,21929.55,21897.53,21924.78,190480,21917.29,13.15
2024-01-03,2024-01-03 09:35:00,21924.78,21947.31,21911.79,21939.62,213753,21932.91,13.16
2024-01-03,2024-01-03 09:40:00,21939.62,21974.82,21924.85,21967.65,129083,21955.77,13.15
2024-01-03,2024-01-03 09:45:00,21967.65,22005.59,21950.38,21991.29,251602,21982.42,13.13
2024-01-03,2024-01-03 09:50:00,21991.29,22002.51,21982.01,21984.95,170384,21989.82,13.14
2024-01-03,2024-01-03 09:55:00,21984.95,22001.49,21969.82,22000.11,238007,21990.47,13.11
2024-01-03,2024-01-03 10:00:00,22000.11,22023.19,21971.01,21972.52,150364,21988.91,13.11
2024-01-03,2024-01-03 10:05:00,21972.52,21990.59,21964.17,21974.02,275656,21976.26,13.08
2024-01-03,2024-01-03 10:10:00,21974.02,22004.51,21957.83,21992.84,191097,21985.06,13.07
2024-01-03,2024-01-03 10:15:00,21992.84,22010.68,21970.93,21998.13,389649,21993.25,13.09
2024-01-03,2024-01-03 10:20:00,21998.13,22020.71,21986.28,22009.61,140391,22005.53,13.07
2024-01-03,2024-01-03 10:25:00,22009.61,22009.72,22005.3,22008.03,176631,22007.68,13.07
2024-01-03,2024-01-03 10:30:00,22008.03,22042.22,21998.64,22033.03,107728,22024.63,13.07
2024-01-03,2024-01-03 10:35:00,22033.03,22048.11,22024.19,22034.08,131699,22035.46,13.09
2024-01-03,2024-01-03 10:40:00,22034.08,22080.1,22026.51,22027.49,208454,22044.7,13.08
2024-01-03,2024-01-03 10:45:00,22027.49,22059.22,22024.46,22047.71,255692,22043.8,13.12
2024-01-03,2024-01-03 10:50:00,22047.71,22063.66,22009.92,22022.48,532854,22032.02,13.05
2024-01-03,2024-01-03 10:55:00,22022.48,22039.59,22017.94,22035.05,156584,22030.86,13.14
2024-01-03,2024-01-03 11:00:00,22035.05,22052.55,22010.34,22017.02,112051,22026.64,13.12
2024-01-03,2024-01-03 11:05:00,22017.02,22059.95,22016.64,22044.98,219988,22040.53,13.13
2024-01-03,2024-01-03 11:10:00,22044.98,22066.67,22038.88,22042.45,103659,22049.33,13.1
2024-01-03,2024-01-03 11:15:00,22042.45,22053.89,22039.41,22047.77,203966,22047.02,13.12
2024-01-03,2024-01-03 11:20:00,22047.77,22061.78,22038.41,22058.61,133132,22052.93,13.13
2024-01-03,2024-01-03 11:25:00,22058.61,22062.65,22013.4,22022.94,177129,22033.0,13.11
2024-01-03,2024-01-03 11:30:00,22022.94,22035.27,22006.62,22012.69,251807,22018.19,13.14
2024-01-03,2024-01-03 11:35:00,22012.69,22041.58,22004.67,22036.01,155703,22027.42,13.13
2024-01-03,2024-01-03 11:40:00,22036.01,22061.23,22023.52,22055.86,236369,22046.87,13.15
2024-01-03,2024-01-03 11:45:00,22055.86,22073.59,22051.58,22064.13,230789,22063.1,13.12
2024-01-03,2024-01-03 11:50:00,22064.13,22070.78,22023.46,22039.98,77208,22044.74,13.12
2024-01-03,2024-01-03 11:55:00,22039.98,22065.58,22033.48,22054.23,113477,22051.1,13.18
2024-01-03,2024-01-03 12:00:00,22054.23,22086.47,22040.6,22073.12,87140,22066.73,13.21
2024-01-03,2024-01-03 12:05:00,22073.12,22094.65,22072.46,22074.36,362469,22080.49,13.22
2024-01-03,2024-01-03 12:10:00,22074.36,22115.37,22069.39,22106.76,156036,22097.18,13.21
2024-01-03,2024-01-03 12:15:00,22106.76,22113.14,22078.59,22088.63,331814,22093.45,13.21
2024-01-03,2024-01-03 12:20:00,22088.63,22093.54,22057.13,22075.12,84695,22075.26,13.22
2024-01-03,2024-01-03 12:25:00,22075.12,22086.16,22005.12,22009.3,129429,22033.53,13.23
2024-01-03,2024-01-03 12:30:00,22009.3,22042.71,21999.52,22033.59,224178,22025.27,13.2
2024-01-03,2024-01-03 12:35:00,22033.59,22048.44,22033.4,22041.89,174854,22041.24,13.22
2024-01-03,2024-01-03 12:40:00,22041.89,22047.42,21976.4,21997.41,201419,22007.08,13.18
2024-01-03,2024-01-03 12:45:00,21997.41,22002.69,21943.55,21950.99,98565,21965.74,13.23
2024-01-03,2024-01-03 12:50:00,21950.99,21953.96,21919.65,21928.0,282298,21933.87,13.21
2024-01-03,2024-01-03 12:55:00,21928.0,21948.93,21914.9,21948.88,222082,21937.57,13.22
2024-01-03,2024-01-03 13:00:00,21948.88,21959.65,21868.42,21872.05,191118,21900.04,13.25
2024-01-03,2024-01-03 13:05:00,21872.05,21891.6,21863.2,21863.53,123717,21872.78,13.24
2024-01-03,2024-01-03 13:10:00,21863.53,21893.39,21861.26,21893.07,185260,21882.58,13.25
2024-01-03,2024-01-03 13:15:00,21893.07,21961.14,21884.03,21959.96,144842,21935.04,13.29
2024-01-03,2024-01-03 13:20:00,21959.96,21969.88,21914.42,21946.98,84103,21943.76,13.31
2024-01-03,2024-01-03 13:25:00,21946.98,21964.76,21908.86,21915.38,159505,21929.66,13.32
2024-01-03,2024-01-03 13:30:00,21915.38,21960.56,21901.92,21940.88,152864,21934.45,13.27
2024-01-03,2024-01-03 13:35:00,21940.88,21943.69,21862.71,21877.06,248938,21894.49,13.24
2024-01-03,2024-01-03 13:40:00,21877.06,21893.43,21872.18,21889.93,66584,21885.18,13.27
2024-01-03,2024-01-03 13:45:00,21889.93,21935.07,21883.64,21929.78,178810,21916.16,13.29
2024-01-03,2024-01-03 13:50:00,21929.78,21936.86,21920.29,21920.61,102515,21925.92,13.31
2024-01-03,2024-01-03 13:55:00,21920.61,21921.24,21883.8,21891.3,184921,21898.78,13.33
2024-01-03,2024-01-03 14:00:00,21891.3,21930.99,21887.84,21915.1,189039,21911.31,13.37
2024-01-03,2024-01-03 14:05:00,21915.1,21967.85,21909.79,21948.87,157198,21942.17,13.36
2024-01-03,2024-01-03 14:10:00,21948.87,21951.18,21881.08,21912.66,224788,21914.97,13.37
2024-01-03,2024-01-03 14:15:00,21912.66,21918.03,21912.23,21912.52,98883,21914.26,13.34
2024-01-03,2024-01-03 14:20:00,21912.52,21914.97,21892.53,21899.43,253492,21902.31,13.3
2024-01-03,2024-01-03 14:25:00,21899.43,21904.75,21861.17,21884.56,122610,21883.49,13.25
2024-01-03,2024-01-03 14:30:00,21884.56,21899.73,21873.06,21894.97,87346,21889.25,13.22
2024-01-03,2024-01-03 14:35:00,21894.97,21897.26,21879.08,21879.58,145953,21885.31,13.27
2024-01-03,2024-01-03 14:40:00,21879.58,21903.34,21863.44,21866.97,70399,21877.92,13.22
2024-01-03,2024-01-03 14:45:00,21866.97,21879.64,21860.42,21861.55,180172,21867.2,13.21
2024-01-03,2024-01-03 14:50:00,21861.55,21867.85,21849.29,21851.64,146722,21856.26,13.17
2024-01-03,2024-01-03 14:55:00,21851.64,21853.31,21814.66,21824.24,266592,21830.74,13.16
2024-01-03,2024-01-03 15:00:00,21824.24,21844.68,21821.69,21839.87,210990,21835.41,13.16
2024-01-03,2024-01-03 15:05:00,21839.87,21867.92,21825.94,21861.02,93265,21851.63,13.14
2024-01-03,2024-01-03 15:10:00,21861.02,21868.5,21848.05,21866.78,116383,21861.11,13.17
2024-01-03,2024-01-03 15:15:00,21866.78,21893.49,21848.63,21856.8,200439,21866.3,13.22
2024-01-03,2024-01-03 15:20:00,21856.8,21866.4,21833.17,21839.64,228394,21846.4,13.15
2024-01-03,2024-01-03 15:25:00,21839.64,21853.79,21816.7,21822.52,265401,21831.0,13.13
2024-01-03,2024-01-03 15:30:00,21822.52,21894.55,21818.92,21872.22,264554,21861.89,13.13
2024-01-04,2024-01-04 09:15:00,21872.22,21879.86,21864.22,21872.22,140627,21872.1,14.91
2024-01-04,2024-01-04 09:20:00,21872.22,21910.35,21869.77,21897.01,175233,21892.38,14.89
2024-01-04,2024-01-04 09:25:00,21897.01,21905.55,21871.51,21872.26,94954,21883.11,14.89
2024-01-04,2024-01-04 09:30:00,21872.26,21888.32,21835.55,21842.49,110343,21855.45,14.89
2024-01-04,2024-01-04 09:35:00,21842.49,21865.66,21841.57,21865.22,263067,21857.48,14.87
2024-01-04,2024-01-04 09:40:00,21865.22,21925.98,21858.83,21915.85,125146,21900.22,14.89
2024-01-04,2024-01-04 09:45:00,21915.85,21948.86,21915.0,21945.78,107069,21936.55,14.88
2024-01-04,2024-01-04 09:50:00,21945.78,21980.06,21919.77,21959.56,201725,21953.13,14.89
2024-01-04,2024-01-04 09:55:00,21959.56,21978.31,21947.18,21973.95,261524,21966.48,14.87
2024-01-04,2024-01-04 10:00:00,21973.95,22004.46,21972.05,21993.46,216984,21989.99,14.85
2024-01-04,2024-01-04 10:05:00,21993.46,22037.45,21977.5,22011.12,242418,22008.69,14.88
2024-01-04,2024-01-04 10:10:00,22011.12,22024.27,22003.2,22019.33,120244,22015.6,14.86
2024-01-04,2024-01-04 10:15:00,22019.33,22040.26,21999.11,22024.04,92159,22021.14,14.92
2024-01-04,2024-01-04 10:20:00,22024.04,22041.43,22007.94,22025.44,296716,22024.94,14.9
2024-01-04,2024-01-04 10:25:00,22025.44,22047.55,22010.32,22013.14,143046,22023.67,14.91
2024-01-04,2024-01-04 10:30:00,22013.14,22018.67,21990.53,22010.22,147217,22006.48,14.94
2024-01-04,2024-01-04 10:35:00,22010.22,22019.53,21977.37,21979.33,276862,21992.07,14.9
2024-01-04,2024-01-04 10:40:00,21979.33,21980.75,21974.88,21980.02,203310,21978.55,14.84
2024-01-04,2024-01-04 10:45:00,21980.02,21987.38,21955.02,21963.1,195312,21968.5,14.8
2024-01-04,2024-01-04 10:50:00,21963.1,21964.1,21939.94,21943.92,386930,21949.32,14.84
2024-01-04,2024-01-04 10:55:00,21943.92,21957.2,21938.81,21950.11,125818,21948.71,14.82
2024-01-04,2024-01-04 11:00:00,21950.11,21992.38,21947.86,21980.24,235893,21973.49,14.9
2024-01-04,2024-01-04 11:05:00,21980.24,22003.28,21978.12,22001.04,166509,21994.15,14.88
2024-01-04,2024-01-04 11:10:00,22001.04,22019.71,21972.55,21972.59,181214,21988.28,14.88
2024-01-04,2024-01-04 11:15:00,21972.59,21974.05,21949.9,21955.65,299954,21959.87,14.93
2024-01-04,2024-01-04 11:20:00,21955.65,21988.8,21939.97,21976.88,199413,21968.55,14.99
2024-01-04,2024-01-04 11:25:00,21976.88,21986.58,21947.57,21960.08,201857,21964.74,15.05
2024-01-04,2024-01-04 11:30:00,21960.08,21976.37,21938.71,21958.28,249946,21957.79,15.09
2024-01-04,2024-01-04 11:35:00,21958.28,21986.17,21924.63,21971.78,140648,21960.86,15.12
2024-01-04,2024-01-04 11:40:00,21971.78,21979.81,21942.96,21955.27,116345,21959.35,15.14
2024-01-04,2024-01-04 11:45:00,21955.27,21974.38,21937.26,21959.99,107159,21957.21,15.16
2024-01-04,2024-01-04 11:50:00,21959.99,21964.16,21933.3,21936.26,74121,21944.57,15.14
2024-01-04,2024-01-04 11:55:00,21936.26,21952.22,21911.62,21927.02,370453,21930.29,15.12
2024-01-04,2024-01-04 12:00:00,21927.02,21937.3,21903.31,21935.43,104685,21925.35,15.12
2024-01-04,2024-01-04 12:05:00,21935.43,21965.96,21886.39,21893.5,148969,21915.28,15.11
2024-01-04,2024-01-04 12:10:00,21893.5,21910.24,21883.53,21905.07,145695,21899.61,15.1
2024-01-04,2024-01-04 12:15:00,21905.07,21907.6,21896.98,21904.56,184049,21903.04,15.12
2024-01-04,2024-01-04 12:20:00,21904.56,21923.14,21870.5,21919.08,225549,21904.24,15.15
2024-01-04,2024-01-04 12:25:00,21919.08,21926.72,21911.89,21924.97,229621,21921.2,15.15
2024-01-04,2024-01-04 12:30:00,21924.97,21962.87,21919.81,21960.86,128897,21947.85,15.2
