date,timestamp,open,high,low,close,volume,vwap,india_vix,log_return_1,volatility,sma_6,sma_12,rsi,macd_hist,minutes_since_open,session_position
2024-01-01,2024-01-01 13:10:00,21864.45,21876.0,21848.01,21859.46,76194,21861.16,14.44,-0.0002282504022016827,0.0006756472402902903,21924.196666666667,21978.05416666667,44.777179236043175,-16.183677683680582,235.0,0.6266666666666667
2024-01-01,2024-01-01 13:15:00,21859.46,21860.46,21831.37,21845.34,271635,21845.73,14.47,-0.0006461533054160813,0.0006756371395943387,21898.056666666667,21962.21083333333,39.14732618962993,-18.341135820136525,240.0,0.64
2024-01-01,2024-01-01 13:20:00,21845.34,21880.12,21832.77,21873.64,127254,21862.18,14.49,0.0012946323977704572,0.001172444955991517,21882.56,21948.244166666667,31.332378223496008,-16.917570269540747,245.0,0.6533333333333333
2024-01-01,2024-01-01 13:25:00,21873.64,21885.76,21816.56,21834.66,378710,21845.66,14.49,-0.0017836433965262828,0.0012507419269719747,21864.435,21929.085833333334,21.834146888851805,-17.579207963282247,250.0,0.6666666666666666
2024-01-01,2024-01-01 13:30:00,21834.66,21881.22,21822.8,21858.84,214215,21854.29,14.56,0.001106800895711807,0.0014020489873632113,21856.065000000002,21914.16916666667,25.670917142399674,-15.442336294681652,255.0,0.68
2024-01-01,2024-01-01 13:35:00,21858.84,21880.41,21850.92,21868.94,167441,21866.76,14.57,0.00046194891117763736,0.001162621786042513,21856.813333333335,21903.583333333332,22.953766176307525,-12.52678801625867,260.0,0.6933333333333334
2024-01-01,2024-01-01 13:40:00,21868.94,21869.06,21826.39,21830.38,194022,21841.95,14.56,-0.0017647876446519012,0.0013807607684400939,21851.966666666664,21888.081666666665,22.22608975045499,-12.352834620307448,265.0,0.7066666666666667
2024-01-01,2024-01-01 13:45:00,21830.38,21835.17,21819.34,21822.71,155842,21825.74,14.61,-0.00035140697159949044,0.0013678292301299835,21848.195000000003,21873.125833333335,24.46651733081781,-11.906896463483257,270.0,0.72
2024-01-01,2024-01-01 13:50:00,21822.71,21875.56,21822.39,21867.05,133977,21855.0,14.65,0.002029766939586197,0.0015467755161698601,21847.096666666665,21864.828333333335,29.439136540102595,-7.967565422109889,275.0,0.7333333333333333
2024-01-01,2024-01-01 13:55:00,21867.05,21934.96,21855.61,21918.88,176846,21903.15,14.7,0.0023674282678342266,0.0015447291922865002,21861.13333333333,21862.784166666665,39.6082834331338,-1.5489956463307415,280.0,0.7466666666666667
2024-01-01,2024-01-01 14:00:00,21918.88,21942.48,21899.98,21935.42,231884,21925.96,14.7,0.0007543160321454689,0.001530133621129075,21873.896666666667,21864.980833333335,45.91387710199577,3.8384460217966634,285.0,0.76
2024-01-01,2024-01-01 14:05:00,21935.42,21952.21,21935.33,21940.17,135156,21942.57,14.73,0.00021652130574452237,0.0015372767191041178,21885.76833333333,21871.290833333333,49.554112077507206,7.5360191224113535,290.0,0.7733333333333333
2024-01-01,2024-01-01 14:10:00,21940.17,21948.34,21898.15,21915.65,126893,21920.71,14.69,-0.001118209740689682,0.001355100252176267,21899.98,21875.97333333333,50.93213386517302,8.09546331932184,295.0,0.7866666666666666
2024-01-01,2024-01-01 14:15:00,21915.65,21917.76,21899.24,21912.23,141181,21909.75,14.71,-0.0001560650438462548,0.0013283186218678478,21914.899999999998,21881.5475,57.64969580531532,7.986763633907291,300.0,0.8
2024-01-01,2024-01-01 14:20:00,21912.23,21936.91,21909.18,21931.8,238185,21925.96,14.7,0.0008927099675673699,0.0011692098104937089,21925.691666666666,21886.394166666665,61.06522271169871,8.913947165573749,305.0,0.8133333333333334
2024-01-01,2024-01-01 14:25:00,21931.8,21959.16,21929.48,21947.5,290982,21945.38,14.66,0.0007155994133896895,0.0007636563738692967,21930.461666666666,21895.7975,65.55136089630415,10.174506688814477,310.0,0.8266666666666667
2024-01-01,2024-01-01 14:30:00,21947.5,21983.26,21932.32,21978.56,188114,21964.71,14.7,0.0014141949073752675,0.0008929969036912352,21937.65166666667,21905.774166666666,65.83841555461666,12.53498876922837,315.0,0.84
2024-01-01,2024-01-01 14:35:00,21978.56,21991.57,21958.77,21984.23,205361,21978.19,14.64,0.00025794541390279543,0.0008921273864107704,21944.995,21915.381666666668,75.10321909301493,13.812240368969043,320.0,0.8533333333333334
2024-01-01,2024-01-01 14:40:00,21984.23,22070.43,21982.06,22056.61,126515,22036.37,14.58,0.0032869520729595612,0.0012126857625363405,21968.48833333333,21934.234166666665,78.57039669469275,18.569383913207663,325.0,0.8666666666666667
2024-01-01,2024-01-01 14:45:00,22056.61,22063.58,22023.23,22034.55,231122,22040.45,14.59,-0.0010006541828674745,0.0014153501058099109,21988.875,21951.8875,73.12536654844035,19.189015433079057,330.0,0.88
2024-01-01,2024-01-01 14:50:00,22034.55,22052.58,22023.48,22024.0,202945,22033.35,14.61,-0.00047890818929073397,0.0015284041485841672,22004.24166666667,21964.966666666664,79.33103072168669,17.873658127666232,335.0,0.8933333333333333
2024-01-01,2024-01-01 14:55:00,22024.0,22057.56,22013.83,22020.9,122510,22030.76,14.64,-0.00014076544640209882,0.0015660857115066967,22016.475000000002,21973.468333333334,80.44486773787267,15.849144430107867,340.0,0.9066666666666666
2024-01-01,2024-01-01 15:00:00,22020.9,22025.19,21964.3,21987.9,79612,21992.46,14.66,-0.001499700341069454,0.0016935218912263275,22018.031666666666,21977.841666666664,69.23444214547239,11.542002043710688,345.0,0.92
2024-01-01,2024-01-01 15:05:00,21987.9,22011.78,21983.18,22009.06,99884,22001.34,14.71,0.0009618847134654812,0.0017330023572194977,22022.170000000002,21983.5825,65.9058840129818,9.459997853129067,350.0,0.9333333333333333
2024-01-01,2024-01-01 15:10:00,22009.06,22046.22,22003.58,22027.18,124532,22025.66,14.73,0.0008229585914992792,0.0009803000714744888,22017.265,21992.876666666667,66.09485722304126,8.666242328940573,355.0,0.9466666666666667
2024-01-01,2024-01-01 15:15:00,22027.18,22042.92,22024.78,22025.84,259049,22031.18,14.72,-6.08357838084286e-05,0.0009031501178154804,22015.813333333335,22002.344166666666,65.20859222439243,7.459902230358217,360.0,0.96
2024-01-01,2024-01-01 15:20:00,22025.84,22043.01,22000.51,22012.31,302895,22018.61,14.72,-0.0006144672483157601,0.0009171357308551046,22013.865,22009.053333333333,67.85635114165372,5.263260506884382,365.0,0.9733333333333334
2024-01-01,2024-01-01 15:25:00,22012.31,22023.76,21973.22,21977.64,136515,21991.54,14.71,-0.0015762694514769593,0.0011020895025208794,22006.655,22011.565000000002,60.83269848630385,1.1999670507339637,370.0,0.9866666666666667
2024-01-01,2024-01-01 15:30:00,21977.64,21985.78,21937.97,21958.53,138252,21960.76,14.72,-0.0008698983641533964,0.0009927074480185554,22001.76,22009.895833333332,54.43357107314637,-2.8300351097931973,375.0,1.0
2024-01-02,2024-01-02 09:15:00,21958.53,21966.13,21943.15,21958.53,166423,21955.94,14.24,,,21958.53,21958.53,,0.0,0.0,0.0
2024-01-02,2024-01-02 09:20:00,21958.53,21962.63,21936.13,21939.48,252124,21946.08,14.26,-0.0008679209465687114,,21949.004999999997,21949.004999999997,0.0,-1.2157264957291773,5.0,0.013333333333333334
2024-01-02,2024-01-02 09:25:00,21939.48,21980.38,21935.04,21939.85,82703,21951.76,14.22,1.686443252470506e-05,0.000625637741451665,21945.953333333335,21945.953333333335,1.9052523171936855,-1.887606496702647,10.0,0.02666666666666667
2024-01-02,2024-01-02 09:30:00,21939.85,21981.68,21934.43,21966.93,300084,21961.01,14.27,0.0012335226328915438,0.001055080365124863,21951.1975,21951.1975,59.0322580645177,-0.47452095334453037,15.0,0.04
2024-01-02,2024-01-02 09:35:00,21966.93,21968.61,21931.62,21938.04,152786,21946.09,14.21,-0.0013160243211462286,0.0011238603930221042,21948.566,21948.566,36.41066454437052,-1.3994887931226287,20.0,0.05333333333333334
2024-01-02,2024-01-02 09:40:00,21938.04,21950.62,21923.15,21928.84,137207,21934.2,14.26,-0.00041945085380531755,0.0009768420542568927,21945.278333333332,21945.278333333332,32.450644284195164,-2.481655336619974,25.0,0.06666666666666667
2024-01-02,2024-01-02 09:45:00,21928.84,21952.71,21923.65,21931.57,108570,21935.98,14.27,0.0001244858405803578,0.0008884773648999093,21940.785,21943.32,34.56252863032569,-2.8386210999087957,30.0,0.08
2024-01-02,2024-01-02 09:50:00,21931.57,21937.81,21926.03,21935.13,83956,21932.99,14.26,0.00016230990741584054,0.000832467350469596,21940.06,21942.29625,37.12588028169149,-2.6628938758222063,35.0,0.09333333333333334
2024-01-02,2024-01-02 09:55:00,21935.13,21945.09,21925.07,21928.88,226221,21933.01,14.25,-0.00028497166776568885,0.0008379497742370474,21938.23166666667,21940.805555555555,34.73695047874112,-2.782478926944907,40.0,0.10666666666666667
2024-01-02,2024-01-02 10:00:00,21928.88,21962.53,21901.57,21943.8,167598,21935.97,14.26,0.0006801499509566831,0.0006794903423969282,21934.376666666667,21941.105,43.427041499330805,-1.723529369705366,45.0,0.12
2024-01-02,2024-01-02 10:05:00,21943.8,21952.32,21913.89,21925.35,97150,21930.52,14.26,-0.0008411378423243956,0.0005316590582756831,21932.26166666667,21939.672727272726,37.28735632183896,-2.1070762071034475,50.0,0.13333333333333333
2024-01-02,2024-01-02 10:10:00,21925.35,21939.58,21920.88,21925.17,96951,21928.55,14.29,-8.209708801633688e-06,0.0005076544738983725,21931.649999999998,21938.46416666667,37.235996326905216,-2.203894509020314,55.0,0.14666666666666667
2024-01-02,2024-01-02 10:15:00,21925.17,21952.38,21909.37,21930.18,142299,21930.64,14.29,0.0002284783964462959,0.0005156104024508861,21931.41833333333,21936.101666666666,39.55339376520081,-1.779684747781367,60.0,0.16
2024-01-02,2024-01-02 10:20:00,21930.18,21954.57,21924.81,21942.96,317301,21940.78,14.3,0.0005825888168238018,0.0005695218742461748,21932.72333333333,21936.391666666666,44.75651646797346,-0.5512229578054475,65.0,0.17333333333333334
2024-01-02,2024-01-02 10:25:00,21942.96,21959.76,21916.13,21959.65,146702,21945.18,14.29,0.0007603192978285859,0.0006020287052438014,21937.851666666666,21938.041666666668,50.33906514894726,1.3677138400117341,70.0,0.18666666666666668
2024-01-02,2024-01-02 10:30:00,21959.65,21979.15,21926.79,21940.06,89209,21948.67,14.29,-0.0008924888706711364,0.0007027050590139671,21937.228333333333,21935.8025,50.175015087508065,1.3004110183792843,75.0,0.2
2024-01-02,2024-01-02 10:35:00,21940.06,21941.08,21887.8,21912.4,147517,21913.76,14.3,-0.0012615029427381378,0.0008123440080429252,21935.070000000003,21933.665833333333,42.88823255091032,-0.5262726385087788,80.0,0.21333333333333335
2024-01-02,2024-01-02 10:40:00,21912.4,21951.56,21907.78,21940.23,145934,21933.19,14.24,0.0012692512962700082,0.0009889430721906978,21937.58,21934.615,43.10932177144613,0.18249730471815795,85.0,0.22666666666666666
2024-01-02,2024-01-02 10:45:00,21940.23,21969.48,21939.98,21949.42,55339,21952.96,14.2,0.0004187775539019725,0.000996355617496518,21940.786666666667,21936.102499999997,53.269363364742965,1.2533083511570258,90.0,0.24
2024-01-02,2024-01-02 10:50:00,21949.42,21956.52,21915.2,21937.27,159258,21936.33,14.23,-0.0005536986412241012,0.0010047643935589812,21939.838333333333,21936.280833333334,52.381490479688225,1.1301805735754282,95.0,0.25333333333333335
2024-01-02,2024-01-02 10:55:00,21937.27,21984.2,21932.96,21970.53,148394,21962.56,14.23,0.0015149930700940363,0.0011606199661499403,21941.65166666667,21939.751666666667,59.387047031611345,3.1605538369249064,100.0,0.26666666666666666
2024-01-02,2024-01-02 11:00:00,21970.53,21977.96,21967.64,21975.45,215019,21973.68,14.23,0.0002239112665394079,0.0010579923582283508,21947.55,21942.389166666664,59.65147453083115,4.618468176875457,105.0,0.28
2024-01-02,2024-01-02 11:05:00,21975.45,22012.97,21964.51,22001.41,340981,21992.96,14.23,0.0011806210363994115,0.000786537278719107,21962.385,21948.727499999997,65.86464849730959,6.9733472987572815,110.0,0.29333333333333333
2024-01-02,2024-01-02 11:10:00,22001.41,22023.64,21972.22,22005.39,255410,22000.42,14.24,0.00018088113704484341,0.0007467525874826183,21973.245,21955.412500000002,64.14886285320486,8.348373994266142,115.0,0.30666666666666664
2024-01-02,2024-01-02 11:15:00,22005.39,22061.09,22002.28,22048.84,146158,22037.4,14.22,0.0019725694485533012,0.0009555688125681892,21989.815,21965.30083333333,75.44611580465747,11.537022558161983,120.0,0.32
2024-01-02,2024-01-02 11:20:00,22048.84,22111.62,22038.64,22086.32,104546,22078.86,14.2,0.0016984195371516915,0.0007623145372531088,22014.656666666666,21977.2475,78.78192534381196,15.287973285659328,125.0,0.3333333333333333
2024-01-02,2024-01-02 11:25:00,22086.32,22104.85,22064.43,22084.02,455587,22084.43,14.2,-0.0001041422819963642,0.0008762337142195075,22033.571666666667,21987.611666666668,77.74491415380236,16.621222030184647,130.0,0.3466666666666667
2024-01-02,2024-01-02 11:30:00,22084.02,22113.45,22068.87,22105.98,166656,22096.1,14.17,0.0009938901021816593,0.0008191972370877559,22055.326666666664,22001.438333333335,78.45820822568318,17.879544305264886,135.0,0.36
2024-01-02,2024-01-02 11:35:00,22105.98,22130.11,22101.49,22121.47,163664,22117.69,14.19,0.0007004699856474314,0.0008199567045219794,22075.336666666666,22018.860833333336,78.36757590631848,18.571289404888304,140.0,0.37333333333333335
2024-01-02,2024-01-02 11:40:00,22121.47,22157.85,22115.96,22151.38,161191,22141.73,14.13,0.0013511668912408747,0.0007487836606550387,22099.668333333335,22036.456666666665,85.7515057183468,19.749575473292442,145.0,0.38666666666666666
2024-01-02,2024-01-02 11:45:00,22151.38,22159.25,22126.4,22134.8,176175,22140.15,14.17,-0.0007487663544083344,0.0009205314406584157,22113.995,22051.905,89.09161217745928,18.159151824020036,150.0,0.4
2024-01-02,2024-01-02 11:50:00,22134.8,22162.61,22104.64,22151.12,153622,22139.46,14.18,0.0007370288678103361,0.0007730929820831394,22124.795000000002,22069.725833333334,88.63161751236521,16.974939957650918,155.0,0.41333333333333333
2024-01-02,2024-01-02 11:55:00,22151.12,22175.53,22148.71,22174.88,129383,22166.37,14.19,0.0010720571346671062,0.0007413007561305471,22139.938333333335,22086.755,89.20770728992808,16.543526206989647,160.0,0.4266666666666667
2024-01-02,2024-01-02 12:00:00,22174.88,22185.94,22124.79,22128.08,130777,22146.27,14.22,-0.0021127264367025987,0.0013316667858273398,22143.62166666667,22099.474166666667,79.61324766427666,12.065886751202996,165.0,0.44
2024-01-02,2024-01-02 12:05:00,22128.08,22131.67,22090.57,22096.66,160636,22106.3,14.27,-0.0014209243643483775,0.0014388595956943604,22139.486666666668,22107.411666666667,69.6875097555644,6.240891744016025,170.0,0.4533333333333333
2024-01-02,2024-01-02 12:10:00,22096.66,22097.33,22031.35,22042.59,130957,22057.09,14.3,-0.002449974888368336,0.001462761865457315,22121.355,22110.51166666667,59.085742124066094,-1.5829380967065987,175.0,0.4666666666666667
2024-01-02,2024-01-02 12:15:00,22042.59,22045.75,22024.48,22035.46,122376,22035.23,14.24,-0.0003235170368102965,0.0014771669918627306,22104.798333333336,22109.396666666667,54.85526878653911,-7.250251822984509,180.0,0.48
2024-01-02,2024-01-02 12:20:00,22035.46,22066.45,22024.14,22054.44,169833,22048.34,14.2,0.0008609682114240904,0.0015027597872459954,22088.684999999998,22106.74,56.707233693422474,-9.58600908430789,185.0,0.49333333333333335
2024-01-02,2024-01-02 12:25:00,22054.44,22101.84,22053.49,22094.2,146973,22083.18,14.18,0.0018011884737279193,0.0016947510089281085,22075.23833333333,22107.588333333333,56.265885733230164,-8.363187533194207,190.0,0.5066666666666667
2024-01-02,2024-01-02 12:30:00,22094.2,22106.18,22087.86,22096.16,297032,22096.73,14.19,8.870712984851962e-05,0.0015344167698954074,22069.918333333335,22106.77,51.50716823918637,-7.367266346120097,195.0,0.52
2024-01-02,2024-01-02 12:35:00,22096.16,22146.0,22089.81,22139.34,56365,22125.05,14.2,0.001952278767716408,0.0016304144138298696,22077.031666666666,22108.259166666667,57.53021888271788,-3.91841415293009,200.0,0.5333333333333333
2024-01-02,2024-01-02 12:40:00,22139.34,22152.33,22098.25,22102.68,251853,22117.75,14.18,-0.001657248398263555,0.001372641261101199,22087.046666666665,22104.200833333332,49.568085440552956,-4.199178277940284,205.0,0.5466666666666666
2024-01-02,2024-01-02 12:45:00,22102.68,22104.0,22043.77,22057.5,267917,22068.42,14.18,-0.002046188025665768,0.0017071377493731515,22090.72,22097.759166666667,42.23118214277038,-7.337031256171571,210.0,0.56
2024-01-02,2024-01-02 12:50:00,22057.5,22067.44,22049.28,22056.03,71014,22057.59,14.16,-6.66462194499284e-05,0.0016733484075513007,22090.985,22089.835000000003,37.560988337203504,-9.294968074583885,215.0,0.5733333333333334
2024-01-02,2024-01-02 12:55:00,22056.03,22088.3,22052.46,22066.2,141906,22068.98,14.14,0.0004609921203034927,0.0014629804916696078,22086.318333333333,22080.778333333335,40.89847688796939,-9.646695300182678,220.0,0.5866666666666667
